id,member_id,loan_amnt,funded_amnt,funded_amnt_inv,term,int_rate,installment,grade,sub_grade,emp_title,emp_length,home_ownership,annual_inc,verification_status,issue_d,loan_status,pymnt_plan,url,desc,purpose,title,zip_code,addr_state,dti,delinq_2yrs,earliest_cr_line,inq_last_6mths,mths_since_last_delinq,mths_since_last_record,open_acc,pub_rec,revol_bal,revol_util,total_acc,initial_list_status,out_prncp,out_prncp_inv,total_pymnt,total_pymnt_inv,total_rec_prncp,total_rec_int,total_rec_late_fee,recoveries,collection_recovery_fee,last_pymnt_d,last_pymnt_amnt,next_pymnt_d,last_credit_pull_d,collections_12_mths_ex_med,mths_since_last_major_derog,policy_code,application_type,annual_inc_joint,dti_joint,verification_status_joint,acc_now_delinq,tot_coll_amt,tot_cur_bal,open_acc_6m,open_il_6m,open_il_12m,open_il_24m,mths_since_rcnt_il,total_bal_il,il_util,open_rv_12m,open_rv_24m,max_bal_bc,all_util,total_rev_hi_lim,inq_fi,total_cu_tl,inq_last_12m
55390171,58991883,28475.0,28475.0,28475.0, 36 months,16.99,1015.07,D,D3,Regular Carrier,10+ years,MORTGAGE,85000.0,Verified,Jul-2015,Current,n,https://www.lendingclub.com/browse/loanDetail.action?loan_id=55390171,,debt_consolidation,Debt consolidation,293xx,SC,25.86,1.0,Feb-1995,0.0,13.0,,10.0,0.0,16624.0,60.9,27.0,w,25327.57,25327.57,5048.47,5048.47,3147.43,1901.04,0.0,0.0,0.0,Jan-2016,1015.07,Feb-2016,Jan-2016,0.0,,1.0,INDIVIDUAL,,,,0.0,0.0,96213.0,,,,,,,,,,,,27300.0,,,
9797475,11649416,12075.0,12075.0,12075.0, 60 months,19.97,319.72,D,D5,MECHANICAL TECHNICIAN,10+ years,RENT,57154.0,Verified,Jan-2014,Current,n,https://www.lendingclub.com/browse/loanDetail.action?loan_id=9797475,,debt_consolidation,Debt consolidation,117xx,NY,15.62,0.0,Mar-1988,0.0,,,6.0,0.0,7346.0,86.4,12.0,w,8606.15,8606.15,7712.24,7712.24,3468.85,4243.39,0.0,0.0,0.0,Jan-2016,358.68,Feb-2016,Jan-2016,0.0,,1.0,INDIVIDUAL,,,,0.0,0.0,31551.0,,,,,,,,,,,,8500.0,,,
1440836,1692684,6975.0,6975.0,6975.0, 36 months,15.31,242.86,C,C2,XL Group,8 years,MORTGAGE,71000.0,Source Verified,Aug-2012,Fully Paid,n,https://www.lendingclub.com/browse/loanDetail.action?loan_id=1440836,,debt_consolidation,personal,106xx,NY,19.72,0.0,Mar-1997,1.0,24.0,,14.0,0.0,1818.0,90.9,20.0,f,0.0,0.0,7064.25,7064.25,6975.0,89.25,0.0,0.0,0.0,Sep-2012,7065.75,,Jan-2016,0.0,,1.0,INDIVIDUAL,,,,0.0,,,,,,,,,,,,,,,,,
46265305,49373049,12000.0,12000.0,12000.0, 60 months,13.33,275.07,C,C3,Contracting Officer,6 years,MORTGAGE,88700.0,Not Verified,Apr-2015,Current,n,https://www.lendingclub.com/browse/loanDetail.action?loan_id=46265305,,debt_consolidation,Debt consolidation,958xx,CA,36.19,1.0,Apr-1996,1.0,17.0,104.0,21.0,1.0,14438.0,84.9,41.0,w,10665.88,10665.88,2457.86,2457.86,1334.12,1123.74,0.0,0.0,0.0,Jan-2016,275.07,Feb-2016,Jan-2016,0.0,,1.0,INDIVIDUAL,,,,0.0,0.0,439575.0,,,,,,,,,,,,17000.0,,,
3631556,4584317,29100.0,29100.0,29050.0, 60 months,12.35,652.48,B,B4,humana,2 years,MORTGAGE,91000.0,Verified,Jul-2013,Current,n,https://www.lendingclub.com/browse/loanDetail.action?loan_id=3631556,,home_improvement,home improvement,402xx,KY,3.63,0.0,Mar-1995,0.0,,,8.0,0.0,5459.0,54.6,14.0,f,17242.69,17213.06,18920.73,18888.23,11857.31,7063.42,0.0,0.0,0.0,Dec-2015,652.48,Jan-2016,Jan-2016,0.0,,1.0,INDIVIDUAL,,,,0.0,179.0,244813.0,,,,,,,,,,,,10000.0,,,
53030550,56530278,10275.0,10275.0,10275.0, 60 months,16.99,255.31,D,D3,Production Manager,7 years,MORTGAGE,80000.0,Source Verified,Jul-2015,Current,n,https://www.lendingclub.com/browse/loanDetail.action?loan_id=53030550,,debt_consolidation,Debt consolidation,770xx,TX,15.47,0.0,Aug-1999,0.0,,,9.0,0.0,5949.0,60.7,10.0,w,9592.23,9592.23,1522.16,1522.16,682.77,839.39,0.0,0.0,0.0,Jan-2016,255.31,Feb-2016,Jan-2016,0.0,,1.0,INDIVIDUAL,,,,0.0,0.0,75100.0,,,,,,,,,,,,9800.0,,,
1604465,1875664,2500.0,2500.0,2500.0, 36 months,14.33,85.85,C,C1,UT San Antonio,10+ years,MORTGAGE,32996.0,Not Verified,Oct-2012,Fully Paid,n,https://www.lendingclub.com/browse/loanDetail.action?loan_id=1604465,  Borrower added on 10/10/12 > My daughter's car's transmission went kaput and had to be replaced.  This loan will help pay off the repairs and to pay off a credit card.  I have tried to never been late on monthly payments and I have been employed with the same school for almost 8 years.  our help is much appreciated.  Thank you.<br>,debt_consolidation,Please help,782xx,TX,27.13,0.0,Sep-1993,0.0,80.0,,14.0,0.0,8563.0,73.8,51.0,w,0.0,0.0,3090.39,3090.39,2500.0,590.39,0.0,0.0,0.0,Oct-2015,85.64,,Oct-2015,0.0,80.0,1.0,INDIVIDUAL,,,,0.0,154.0,171162.0,,,,,,,,,,,,11600.0,,,
27622255,30125430,3000.0,3000.0,3000.0, 36 months,11.67,99.18,B,B4,Cure Correspondent,10+ years,MORTGAGE,62000.0,Not Verified,Sep-2014,Fully Paid,n,https://www.lendingclub.com/browse/loanDetail.action?loan_id=27622255,,debt_consolidation,Debt consolidation,468xx,IN,1.97,0.0,Nov-1996,0.0,,90.0,6.0,1.0,4199.0,60.0,21.0,f,0.0,0.0,3125.8,3125.8,3000.0,125.8,0.0,0.0,0.0,Jan-2015,2828.26,,Jan-2016,0.0,,1.0,INDIVIDUAL,,,,0.0,0.0,121640.0,,,,,,,,,,,,7000.0,,,
38162129,40945893,8000.0,8000.0,8000.0, 36 months,15.59,279.64,D,D1,Licensed Massage Therapit,3 years,MORTGAGE,31000.0,Source Verified,Jan-2015,Fully Paid,n,https://www.lendingclub.com/browse/loanDetail.action?loan_id=38162129,,debt_consolidation,Debt consolidation,450xx,OH,13.16,0.0,Jul-2007,0.0,,,17.0,0.0,9154.0,85.6,21.0,f,0.0,0.0,8400.68,8400.68,8000.0,400.68,0.0,0.0,0.0,May-2015,7575.62,,Dec-2015,0.0,,1.0,INDIVIDUAL,,,,0.0,0.0,84204.0,,,,,,,,,,,,10700.0,,,
29253675,31786846,6800.0,6800.0,6800.0, 36 months,12.49,227.46,B,B5,Medium Truck Driver,10+ years,RENT,62000.0,Not Verified,Oct-2014,Current,n,https://www.lendingclub.com/browse/loanDetail.action?loan_id=29253675,,credit_card,Credit card refinancing,935xx,CA,27.43,0.0,Jul-2004,1.0,,,9.0,0.0,12043.0,79.2,14.0,f,4270.54,4270.54,3411.9,3411.9,2529.46,882.44,0.0,0.0,0.0,Jan-2016,227.46,Feb-2016,Jan-2016,0.0,,1.0,INDIVIDUAL,,,,0.0,454.0,33484.0,,,,,,,,,,,,15200.0,,,
66430600,71146321,35000.0,35000.0,35000.0, 60 months,18.99,907.73,E,E3,Store Manager,5 years,MORTGAGE,87000.0,Source Verified,Dec-2015,Current,n,https://www.lendingclub.com/browse/loanDetail.action?loan_id=66430600,,debt_consolidation,Debt consolidation,809xx,CO,16.15,0.0,Aug-2000,2.0,34.0,,18.0,0.0,5675.0,10.4,30.0,w,34646.14,34646.14,870.81,870.81,353.86,516.96,0.0,0.0,0.0,Jan-2016,907.73,Feb-2016,Jan-2016,0.0,,1.0,INDIVIDUAL,,,,0.0,0.0,218361.0,,,,,,,,,,,,54800.0,,,
65602626,70245389,6000.0,6000.0,6000.0, 36 months,10.99,196.41,B,B4,Mail Clerk,6 years,MORTGAGE,23000.0,Verified,Nov-2015,Current,n,https://www.lendingclub.com/browse/loanDetail.action?loan_id=65602626,,debt_consolidation,Debt consolidation,432xx,OH,28.34,0.0,Sep-2005,0.0,,,5.0,0.0,10849.0,96.0,5.0,w,5715.78,5715.78,385.49,385.49,284.22,101.27,0.0,0.0,0.0,Jan-2016,196.41,Feb-2016,Jan-2016,0.0,,1.0,INDIVIDUAL,,,,0.0,0.0,16412.0,,,,,,,,,,,,11300.0,,,
7667373,9349408,5000.0,5000.0,5000.0, 36 months,19.52,184.6,D,D4,Administrative Officer,10+ years,RENT,82940.0,Source Verified,Oct-2013,Current,n,https://www.lendingclub.com/browse/loanDetail.action?loan_id=7667373,,moving,Moving,606xx,IL,8.7,1.0,Jun-1984,0.0,17.0,113.0,7.0,1.0,5042.0,91.7,23.0,f,1533.96,1533.96,4984.0,4984.0,3466.04,1517.96,0.0,0.0,0.0,Jan-2016,184.6,Feb-2016,Jan-2016,0.0,68.0,1.0,INDIVIDUAL,,,,0.0,0.0,9648.0,,,,,,,,,,,,5500.0,,,
55254406,58835335,18000.0,18000.0,18000.0, 60 months,9.99,382.36,B,B3,Project manager,9 years,RENT,75000.0,Source Verified,Jul-2015,Current,n,https://www.lendingclub.com/browse/loanDetail.action?loan_id=55254406,,debt_consolidation,Debt consolidation,930xx,CA,6.74,0.0,Nov-1999,0.0,,,11.0,0.0,10937.0,20.1,18.0,w,16575.58,16575.58,2274.18,2274.18,1424.42,849.76,0.0,0.0,0.0,Jan-2016,382.36,Feb-2016,Jan-2016,0.0,,1.0,INDIVIDUAL,,,,0.0,0.0,15073.0,,,,,,,,,,,,54300.0,,,
63245648,67597399,9000.0,9000.0,9000.0, 36 months,14.65,310.45,C,C5,,,RENT,21000.0,Verified,Oct-2015,Current,n,https://www.lendingclub.com/browse/loanDetail.action?loan_id=63245648,,debt_consolidation,Debt consolidation,190xx,PA,31.32,0.0,Aug-2002,2.0,61.0,,14.0,0.0,13452.0,52.3,39.0,f,8596.4,8596.4,642.88,642.88,403.6,239.28,0.0,0.0,0.0,Jan-2016,310.45,Feb-2016,Jan-2016,0.0,61.0,1.0,INDIVIDUAL,,,,0.0,0.0,13452.0,,,,,,,,,,,,25700.0,,,
44015956,47032687,5000.0,5000.0,5000.0, 36 months,9.17,159.4,B,B2,Teacher,8 years,RENT,55000.0,Not Verified,Mar-2015,Current,n,https://www.lendingclub.com/browse/loanDetail.action?loan_id=44015956,,credit_card,Credit card refinancing,850xx,AZ,35.22,0.0,Jan-2000,0.0,55.0,,20.0,0.0,6023.0,77.2,46.0,w,3875.33,3875.33,1429.51,1429.51,1124.67,304.84,0.0,0.0,0.0,Dec-2015,159.4,Feb-2016,Jan-2016,0.0,55.0,1.0,INDIVIDUAL,,,,0.0,3028.0,141381.0,,,,,,,,,,,,7800.0,,,
5959064,7431469,6950.0,6950.0,6950.0, 36 months,15.88,243.93,C,C4,,8 years,MORTGAGE,24000.0,Verified,Jul-2013,Current,n,https://www.lendingclub.com/browse/loanDetail.action?loan_id=5959064,  Borrower added on 06/26/13 > Credit Card Payoff<br>,credit_card,Credit Card Payoff,993xx,WA,9.55,0.0,Feb-1995,0.0,55.0,114.0,3.0,1.0,6276.0,86.0,5.0,f,1401.24,1401.24,7313.07,7313.07,5548.76,1764.31,0.0,0.0,0.0,Jan-2016,243.93,Feb-2016,Jan-2016,0.0,,1.0,INDIVIDUAL,,,,0.0,0.0,6276.0,,,,,,,,,,,,7300.0,,,
65954352,70649068,20000.0,20000.0,20000.0, 36 months,13.18,675.62,C,C3,Heavy equipment operator,10+ years,RENT,69000.0,Verified,Dec-2015,Current,n,https://www.lendingclub.com/browse/loanDetail.action?loan_id=65954352,,debt_consolidation,Debt consolidation,440xx,OH,28.37,0.0,Oct-1981,1.0,,,10.0,0.0,16618.0,46.2,32.0,w,19544.05,19544.05,660.98,660.98,455.95,205.03,0.0,0.0,0.0,Jan-2016,675.62,Feb-2016,Jan-2016,0.0,,1.0,INDIVIDUAL,,,,0.0,0.0,71850.0,,,,,,,,,,,,36000.0,,,
58061388,61865144,15000.0,15000.0,15000.0, 36 months,12.29,500.3,C,C1,city carrier,9 years,MORTGAGE,110000.0,Source Verified,Sep-2015,Current,n,https://www.lendingclub.com/browse/loanDetail.action?loan_id=58061388,,debt_consolidation,Debt consolidation,763xx,TX,19.52,0.0,Oct-1995,5.0,,,12.0,0.0,11898.0,54.0,35.0,w,13591.85,13591.85,1990.96,1990.96,1408.15,582.81,0.0,0.0,0.0,Jan-2016,500.3,Feb-2016,Jan-2016,0.0,38.0,1.0,INDIVIDUAL,,,,0.0,0.0,253031.0,,,,,,,,,,,,21950.0,,,
5607123,6989406,24500.0,24500.0,24500.0, 60 months,22.95,689.97,F,F1,Prinoth LLC,10+ years,MORTGAGE,65000.0,Verified,Jun-2013,Current,n,https://www.lendingclub.com/browse/loanDetail.action?loan_id=5607123,,debt_consolidation,Debt Consolidation,038xx,NH,30.96,2.0,Feb-1994,2.0,11.0,,13.0,0.0,13277.0,62.6,23.0,f,15249.16,15249.16,21388.99,21388.99,9250.84,12138.15,0.0,0.0,0.0,Jan-2016,689.97,Feb-2016,Jan-2016,0.0,34.0,1.0,INDIVIDUAL,,,,0.0,0.0,38102.0,,,,,,,,,,,,21200.0,,,
58523018,62363759,6750.0,6750.0,6750.0, 36 months,11.53,222.69,B,B5,Frozen Dairy,< 1 year,RENT,21000.0,Source Verified,Aug-2015,Current,n,https://www.lendingclub.com/browse/loanDetail.action?loan_id=58523018,,moving,Moving and relocation,271xx,NC,22.29,0.0,Aug-2000,0.0,,,7.0,0.0,12523.0,31.2,26.0,w,5714.0,5714.0,1332.32,1332.32,1036.0,296.32,0.0,0.0,0.0,Jan-2016,222.69,Feb-2016,Jan-2016,0.0,,1.0,INDIVIDUAL,,,,0.0,0.0,12523.0,,,,,,,,,,,,40100.0,,,
63487656,67830468,15000.0,15000.0,15000.0, 60 months,8.18,305.44,B,B1,Payroll Systems Analyst,3 years,MORTGAGE,52000.0,Not Verified,Oct-2015,Current,n,https://www.lendingclub.com/browse/loanDetail.action?loan_id=63487656,,debt_consolidation,Debt consolidation,641xx,MO,11.69,0.0,Aug-2002,1.0,,,32.0,0.0,10632.0,4.5,61.0,w,14592.23,14592.23,604.06,604.06,407.77,196.29,0.0,0.0,0.0,Dec-2015,305.44,Feb-2016,Jan-2016,0.0,,1.0,INDIVIDUAL,,,,0.0,0.0,157680.0,,,,,,,,,,,,236100.0,,,
19677306,21900030,16500.0,16500.0,16500.0, 60 months,15.61,397.84,D,D1,Financial Advisor,1 year,MORTGAGE,65000.0,Source Verified,Jun-2014,Late (16-30 days),n,https://www.lendingclub.com/browse/loanDetail.action?loan_id=19677306,,credit_card,Credit card refinancing,804xx,CO,18.39,0.0,Oct-2000,0.0,77.0,,7.0,0.0,19391.0,97.0,10.0,w,13058.75,13058.75,6783.17,6783.17,3441.25,3322.03,19.89,0.0,0.0,Dec-2015,795.68,Feb-2016,Jan-2016,0.0,,1.0,INDIVIDUAL,,,,0.0,0.0,266090.0,,,,,,,,,,,,20000.0,,,
11418255,13350421,26100.0,26100.0,26100.0, 36 months,16.24,920.7,C,C5,Labor,10+ years,MORTGAGE,63000.0,Verified,Feb-2014,Charged Off,n,https://www.lendingclub.com/browse/loanDetail.action?loan_id=11418255,,debt_consolidation,Debt consolidation,898xx,NV,20.5,4.0,Feb-1998,0.0,10.0,,16.0,0.0,22313.0,63.0,30.0,f,0.0,0.0,4523.36,4523.36,567.48,353.22,0.0,3602.66,36.0265999924,Mar-2014,920.7,,Aug-2014,0.0,,1.0,INDIVIDUAL,,,,0.0,0.0,251627.0,,,,,,,,,,,,35400.0,,,
5956562,7428935,18000.0,18000.0,18000.0, 36 months,6.62,552.67,A,A2,Harborview Medical Center managed by UW,10+ years,MORTGAGE,80000.0,Not Verified,Jul-2013,Current,n,https://www.lendingclub.com/browse/loanDetail.action?loan_id=5956562,,credit_card,Credit card refinancing,981xx,WA,14.81,0.0,Mar-1997,0.0,,,13.0,0.0,17392.0,34.4,33.0,f,3253.75,3253.75,16578.91,16578.91,14746.25,1832.66,0.0,0.0,0.0,Jan-2016,552.67,Feb-2016,Jan-2016,0.0,,1.0,INDIVIDUAL,,,,0.0,0.0,256659.0,,,,,,,,,,,,50600.0,,,
44006694,47023444,32000.0,32000.0,32000.0, 60 months,13.33,733.52,C,C3,"CIO, Vice President",6 years,MORTGAGE,112000.0,Verified,Apr-2015,Current,n,https://www.lendingclub.com/browse/loanDetail.action?loan_id=44006694,,debt_consolidation,Debt consolidation,066xx,CT,13.22,0.0,Mar-1989,0.0,,,11.0,0.0,18571.0,43.2,19.0,w,28442.35,28442.35,6577.98,6577.98,3557.65,3020.33,0.0,0.0,0.0,Jan-2016,733.52,Feb-2016,Jan-2016,0.0,,1.0,INDIVIDUAL,,,,0.0,0.0,59808.0,,,,,,,,,,,,43000.0,,,
31627629,34230815,30000.0,30000.0,30000.0, 36 months,15.59,1048.65,D,D1,CB Service Manager,10+ years,MORTGAGE,97000.0,Verified,Nov-2014,Current,n,https://www.lendingclub.com/browse/loanDetail.action?loan_id=31627629,,debt_consolidation,Debt consolidation,230xx,VA,21.28,1.0,Feb-1998,0.0,15.0,,17.0,0.0,5078.0,56.4,47.0,w,19954.46,19954.46,14655.12,14655.12,10045.54,4609.58,0.0,0.0,0.0,Jan-2016,1048.65,Feb-2016,Jan-2016,0.0,,1.0,INDIVIDUAL,,,,0.0,0.0,406280.0,,,,,,,,,,,,9000.0,,,
58603497,62444256,14500.0,14500.0,14500.0, 36 months,6.24,442.7,A,A2,Finance,2 years,RENT,39000.0,Not Verified,Aug-2015,Current,n,https://www.lendingclub.com/browse/loanDetail.action?loan_id=58603497,,debt_consolidation,Debt consolidation,327xx,FL,18.52,0.0,Aug-2006,1.0,,,23.0,0.0,1834.0,6.3,36.0,w,12644.31,12644.31,2183.13,2183.13,1855.69,327.44,0.0,0.0,0.0,Jan-2016,422.38,Feb-2016,Jan-2016,0.0,,1.0,INDIVIDUAL,,,,0.0,0.0,48836.0,,,,,,,,,,,,28900.0,,,
51346442,54756165,15600.0,15600.0,15600.0, 36 months,9.99,503.3,B,B3,Team Leader,4 years,MORTGAGE,60000.0,Source Verified,Jun-2015,Late (16-30 days),n,https://www.lendingclub.com/browse/loanDetail.action?loan_id=51346442,,credit_card,Credit card refinancing,403xx,KY,16.92,0.0,Feb-2008,3.0,,,16.0,0.0,6061.0,20.1,22.0,w,13312.27,13312.27,3002.48,3002.48,2287.73,714.75,0.0,0.0,0.0,Dec-2015,503.3,Feb-2016,Jan-2016,0.0,,1.0,INDIVIDUAL,,,,0.0,0.0,84430.0,,,,,,,,,,,,30200.0,,,
28643840,31177013,13000.0,13000.0,13000.0, 36 months,10.99,425.55,B,B3,Package Driver,10+ years,OWN,75000.0,Not Verified,Oct-2014,Late (31-120 days),n,https://www.lendingclub.com/browse/loanDetail.action?loan_id=28643840,,debt_consolidation,Debt consolidation,296xx,SC,12.19,1.0,Jul-2001,0.0,8.0,,13.0,0.0,9265.0,28.1,34.0,w,9131.08,9131.08,5149.43,5149.43,3868.92,1280.51,0.0,0.0,0.0,Nov-2015,425.55,Feb-2016,Jan-2016,0.0,,1.0,INDIVIDUAL,,,,0.0,0.0,272064.0,,,,,,,,,,,,33000.0,,,
46773621,49921390,20000.0,20000.0,20000.0, 60 months,9.99,424.85,B,B3,Systems Application Analyst,4 years,MORTGAGE,61273.0,Verified,Apr-2015,Current,n,https://www.lendingclub.com/browse/loanDetail.action?loan_id=46773621,,debt_consolidation,Debt consolidation,286xx,NC,23.19,0.0,Nov-2000,0.0,,,6.0,0.0,19502.0,72.2,16.0,w,17871.97,17871.97,3376.6,3376.6,2128.03,1248.57,0.0,0.0,0.0,Jan-2016,424.85,Jan-2016,Jan-2016,0.0,,1.0,INDIVIDUAL,,,,0.0,0.0,150608.0,,,,,,,,,,,,27000.0,,,
62277969,66474746,14000.0,14000.0,14000.0, 36 months,8.18,439.88,B,B1,Exvp,10+ years,RENT,100000.0,Not Verified,Oct-2015,Current,n,https://www.lendingclub.com/browse/loanDetail.action?loan_id=62277969,,credit_card,Credit card refinancing,558xx,MN,17.18,0.0,Jun-1997,1.0,,,22.0,0.0,31497.0,42.6,35.0,w,12959.6,12959.6,1313.28,1313.28,1040.4,272.88,0.0,0.0,0.0,Jan-2016,439.88,Feb-2016,Jan-2016,0.0,,1.0,INDIVIDUAL,,,,0.0,0.0,47265.0,,,,,,,,,,,,74000.0,,,
28162395,30675536,16000.0,16000.0,16000.0, 60 months,14.49,376.37,C,C4,general manager,10+ years,MORTGAGE,62000.0,Not Verified,Oct-2014,Current,n,https://www.lendingclub.com/browse/loanDetail.action?loan_id=28162395,,debt_consolidation,Debt consolidation,982xx,WA,17.63,0.0,Jul-1991,1.0,49.0,49.0,12.0,1.0,12649.0,80.6,47.0,w,13007.61,13007.61,5613.35,5613.35,2992.39,2620.96,0.0,0.0,0.0,Jan-2016,376.37,Feb-2016,Jan-2016,0.0,49.0,1.0,INDIVIDUAL,,,,0.0,0.0,234923.0,,,,,,,,,,,,15700.0,,,
40147779,43012523,22000.0,22000.0,22000.0, 36 months,8.19,691.33,A,A5,Sales,10+ years,MORTGAGE,55000.0,Source Verified,Jan-2015,Fully Paid,n,https://www.lendingclub.com/browse/loanDetail.action?loan_id=40147779,,debt_consolidation,Debt consolidation,483xx,MI,10.28,0.0,Oct-1992,1.0,,,7.0,0.0,22048.0,45.5,22.0,w,0.0,0.0,22965.34,22965.34,22000.0,965.34,0.0,0.0,0.0,Oct-2015,4.51,,Sep-2015,0.0,,1.0,INDIVIDUAL,,,,0.0,0.0,193468.0,,,,,,,,,,,,48500.0,,,
12938676,14970862,7775.0,7775.0,7775.0, 36 months,21.99,296.9,E,E4,Clinical Research Associate,< 1 year,MORTGAGE,100000.0,Source Verified,Mar-2014,Fully Paid,n,https://www.lendingclub.com/browse/loanDetail.action?loan_id=12938676,,debt_consolidation,Debt consolidation,410xx,KY,23.29,0.0,Sep-1996,1.0,,,10.0,0.0,10743.0,89.5,24.0,f,0.0,0.0,10049.28,10049.28,7775.0,2274.28,0.0,0.0,0.0,Nov-2015,4408.18,,Nov-2015,0.0,,1.0,INDIVIDUAL,,,,0.0,0.0,80621.0,,,,,,,,,,,,12000.0,,,
36168142,38869655,21000.0,21000.0,21000.0, 60 months,8.67,432.57,B,B1,Production Planning Supervisor,2 years,MORTGAGE,65000.0,Source Verified,Nov-2014,Current,n,https://www.lendingclub.com/browse/loanDetail.action?loan_id=36168142,,major_purchase,Major purchase,293xx,SC,24.35,0.0,Aug-1998,1.0,,,22.0,0.0,11264.0,19.3,34.0,w,17186.48,17186.48,5603.18,5603.18,3813.52,1789.66,0.0,0.0,0.0,Dec-2015,432.57,Feb-2016,Jan-2016,0.0,,1.0,INDIVIDUAL,,,,0.0,3484.0,207512.0,,,,,,,,,,,,58300.0,,,
1350449,1594857,11000.0,11000.0,11000.0, 36 months,17.99,397.63,D,D2,Northrup Grumman,2 years,RENT,41322.03,Not Verified,Jun-2012,Fully Paid,n,https://www.lendingclub.com/browse/loanDetail.action?loan_id=1350449,,debt_consolidation,debt consolidation,320xx,FL,29.85,0.0,Sep-1998,0.0,37.0,,7.0,0.0,11009.0,96.2,30.0,f,0.0,0.0,14312.0710575,14312.07,11000.0,3312.07,0.0,0.0,0.0,Jun-2015,401.82,,Jun-2015,0.0,,1.0,INDIVIDUAL,,,,0.0,,,,,,,,,,,,,,,,,
7204613,8726072,28000.0,28000.0,27950.0, 60 months,11.55,616.5,B,B3,kmco lp,10+ years,MORTGAGE,120000.0,Source Verified,Sep-2013,Charged Off,n,https://www.lendingclub.com/browse/loanDetail.action?loan_id=7204613,,debt_consolidation,debt consolidation,773xx,TX,20.49,0.0,Feb-1980,0.0,43.0,,14.0,0.0,16758.0,62.1,35.0,f,0.0,0.0,2464.84,2460.44,1407.51,1057.33,0.0,0.0,0.0,Jan-2014,616.5,,Dec-2013,0.0,,1.0,INDIVIDUAL,,,,0.0,0.0,175739.0,,,,,,,,,,,,27000.0,,,
61392815,65511653,20000.0,20000.0,19975.0, 60 months,14.65,472.14,C,C5,Senior Engineer,7 years,MORTGAGE,82000.0,Verified,Oct-2015,Current,n,https://www.lendingclub.com/browse/loanDetail.action?loan_id=61392815,,debt_consolidation,Debt consolidation,282xx,NC,17.47,0.0,Jul-2000,0.0,67.0,,9.0,0.0,7535.0,61.8,20.0,f,19307.7,19283.56,1375.73,1374.01,692.3,683.43,0.0,0.0,0.0,Jan-2016,472.14,Feb-2016,Jan-2016,0.0,80.0,1.0,INDIVIDUAL,,,,0.0,2032.0,43427.0,,,,,,,,,,,,12200.0,,,
59262755,63150566,28000.0,28000.0,28000.0, 36 months,12.29,933.89,C,C1,RN,4 years,RENT,80000.0,Not Verified,Aug-2015,Current,n,https://www.lendingclub.com/browse/loanDetail.action?loan_id=59262755,,debt_consolidation,Debt consolidation,296xx,SC,28.27,1.0,Aug-1994,0.0,21.0,,8.0,0.0,25179.0,89.3,29.0,f,25371.47,25371.47,3716.44,3716.44,2628.53,1087.91,0.0,0.0,0.0,Jan-2016,933.89,Jan-2016,Jan-2016,0.0,67.0,1.0,INDIVIDUAL,,,,0.0,0.0,84499.0,,,,,,,,,,,,28200.0,,,
466935,586892,2000.0,2000.0,1975.0, 36 months,11.14,65.61,B,B1,OmniCare Pharmacy,5 years,RENT,24000.0,Not Verified,Dec-2009,Fully Paid,n,https://www.lendingclub.com/browse/loanDetail.action?loan_id=466935, ,other,Pharmacy School Entrance,443xx,OH,21.45,1.0,Jan-1998,3.0,22.0,,6.0,0.0,560.0,70.0,14.0,f,0.0,0.0,2219.18,2191.44,2000.0,219.18,0.0,0.0,0.0,Mar-2011,1432.35,,Mar-2011,0.0,,1.0,INDIVIDUAL,,,,0.0,,,,,,,,,,,,,,,,,
24034687,26407449,5000.0,5000.0,5000.0, 36 months,9.17,159.4,B,B1,Truck Driver,5 years,MORTGAGE,35000.0,Not Verified,Aug-2014,Current,n,https://www.lendingclub.com/browse/loanDetail.action?loan_id=24034687,,other,Other,499xx,MI,22.33,0.0,Dec-1995,0.0,,,7.0,0.0,1334.0,9.2,16.0,f,2808.85,2808.85,2709.8,2709.8,2191.15,518.65,0.0,0.0,0.0,Jan-2016,159.4,Feb-2016,Jan-2016,0.0,,1.0,INDIVIDUAL,,,,0.0,0.0,75361.0,,,,,,,,,,,,14500.0,,,
8618683,10390530,18000.0,18000.0,17950.0, 60 months,16.59,443.39,D,D1,Parole Agent I,10+ years,MORTGAGE,96000.0,Not Verified,Apr-2014,Fully Paid,n,https://www.lendingclub.com/browse/loanDetail.action?loan_id=8618683,,debt_consolidation,Debt consolidation,952xx,CA,15.69,2.0,Aug-1994,1.0,17.0,,14.0,0.0,35886.0,82.3,34.0,f,0.0,0.0,21650.48,21590.34,18000.0,3650.48,0.0,0.0,0.0,Aug-2015,14999.63,,Aug-2015,0.0,21.0,1.0,INDIVIDUAL,,,,0.0,0.0,416800.0,,,,,,,,,,,,43600.0,,,
7078938,8740997,30000.0,30000.0,30000.0, 36 months,15.88,1052.94,C,C4,northeast communications group,10+ years,RENT,182000.0,Verified,Sep-2013,Fully Paid,n,https://www.lendingclub.com/browse/loanDetail.action?loan_id=7078938,"  Borrower added on 09/04/13 > I had a loan w/ Lending Club last year for 17,000 paid in full<br>",debt_consolidation,DC,080xx,NJ,4.6,0.0,Jul-1999,5.0,29.0,,4.0,0.0,6499.0,44.8,13.0,f,0.0,0.0,36794.2377675,36794.24,30000.0,6794.24,0.0,0.0,0.0,Aug-2015,13630.26,,Aug-2015,0.0,,1.0,INDIVIDUAL,,,,0.0,0.0,315688.0,,,,,,,,,,,,14500.0,,,
